Account	Flag	Check Number	Date	Payee	Category	Master Category	Sub Category	Memo	Outflow	Inflow	Cleared	Running Balance
Checking Main			9/20/2017	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	Auto Investment	$508.55 	$0.00 	R	"$4,583.35 "
Checking Main			9/25/2017	Transfer : Capital One Quicksilver					$144.66 	$0.00 	R	"$4,438.69 "
Checking Main			10/1/2017	Monthly Interest	Income:Available this month	Income	Available this month		$0.00 	$0.84 	R	"$4,439.53 "
Checking Main			10/4/2017	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	Auto Investment	$508.55 	$0.00 	R	"$3,930.98 "
Checking Main			10/7/2017	Mom	Everyday Needs:Car Maint. & Ins [1093 6/1]	Everyday Needs	Car Maint. & Ins [1093 6/1]	Insurance 	$231.89 	$0.00 	R	"$3,699.09 "
Checking Main			10/10/2017	Transfer : Staging Main					"$1,000.00 "	$0.00 	R	"$2,699.09 "
Checking Main			10/10/2017	Transfer : Options House	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	Init Funding	"$2,500.00 "	$0.00 	R	$199.09 
Checking Main			10/11/2017	Transfer : Staging Main					$0.00 	"$3,000.00 "	R	"$3,199.09 "
Checking Main			10/12/2017	Andrei Kop. Stats	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Charlies	$9.50 	$0.00 	R	"$3,189.59 "
Checking Main			10/15/2017	Mom	Income:Available this month	Income	Available this month	Tavern	$80.00 	$0.00 	R	"$3,109.59 "
Checking Main			10/16/2017	Transfer : Staging Main					$0.00 	"$2,000.00 "	R	"$5,109.59 "
Checking Main			10/16/2017	Transfer : Options House	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]		"$1,500.00 "	$0.00 	R	"$3,609.59 "
Checking Main			10/17/2017	GM Financial	Everyday Needs:Car Lease	Everyday Needs	Car Lease	[Auto Car Payment]	$157.71 	$0.00 	R	"$3,451.88 "
Checking Main			10/18/2017	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$508.55 	$0.00 	R	"$2,943.33 "
Checking Main			10/21/2017	Jolly Pumpkin	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Stats's	$14.72 	$0.00 	R	"$2,928.61 "
Checking Main			10/24/2017	Transfer : Capital One Quicksilver					"$1,553.79 "	$0.00 	R	"$1,374.82 "
Checking Main			10/31/2017	Mens Warehouse	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Shoes for interveiw - mom redemption	$0.00 	$100.00 	R	"$1,474.82 "
Checking Main			10/31/2017	Monthly Interest	Income:Available next month	Income	Available next month		$0.00 	$0.52 	R	"$1,475.34 "
Checking Main			10/31/2017	Mens Warehouse	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Shoes for interveiw	$153.69 	$0.00 	R	"$1,321.65 "
Checking Main			11/1/2017	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$508.55 	$0.00 	R	$813.10 
Checking Main			11/2/2017	Dr Tent	Everyday Needs:Medical	Everyday Needs	Medical	Mom Refund	$0.00 	$100.00 	R	$913.10 
Checking Main			11/3/2017	Transfer : Staging Main					$0.00 	"$1,500.00 "	R	"$2,413.10 "
Checking Main			11/11/2017	Joey Anthony	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Uber	$5.00 	$0.00 	R	"$2,408.10 "
Checking Main			11/12/2017	Joey Anthony	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Uber payback	$5.00 	$0.00 	R	"$2,403.10 "
Checking Main			11/15/2017	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$508.55 	$0.00 	R	"$1,894.55 "
Checking Main			11/17/2017	GM Financial	Everyday Needs:Car Lease	Everyday Needs	Car Lease	[Auto Car Payment]	$157.71 	$0.00 	R	"$1,736.84 "
Checking Main			11/22/2017	ZS Associates	Leverage:Personal Debts	Leverage	Personal Debts		$0.00 	$379.57 	R	"$2,116.41 "
Checking Main			11/23/2017	Transfer : Staging Main					$0.00 	"$2,000.00 "	R	"$4,116.41 "
Checking Main			11/26/2017	Transfer : Capital One Quicksilver					$732.55 	$0.00 	R	"$3,383.86 "
Checking Main			11/29/2017	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$508.55 	$0.00 	R	"$2,875.31 "
Checking Main			11/30/2017	Monthly Interest	Income:Available next month	Income	Available next month		$0.00 	$0.38 	R	"$2,875.69 "
Checking Main			12/13/2017	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$508.55 	$0.00 	R	"$2,367.14 "
Checking Main			12/14/2017	Transfer : Staging Main					$0.00 	"$4,000.00 "	R	"$6,367.14 "
Checking Main			12/17/2017	GM Financial	Everyday Needs:Car Lease	Everyday Needs	Car Lease	[Auto Car Payment]	$157.71 	$0.00 	R	"$6,209.43 "
Checking Main			12/25/2017	Mom	Income:Available this month	Income	Available this month	Christmas	$0.00 	$200.00 	R	"$6,409.43 "
Checking Main			12/25/2017	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Selling the mini tractor and the maglite	$0.00 	$33.85 	R	"$6,443.28 "
Checking Main			12/25/2017	Transfer : Amazon Credit Card					$53.24 	$0.00 	R	"$6,390.04 "
Checking Main			12/25/2017	Transfer : Coinbase	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]		"$2,000.00 "	$0.00 	R	"$4,390.04 "
Checking Main			12/26/2017	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Keyboard Sale	$0.00 	$22.02 	R	"$4,412.06 "
Checking Main			12/26/2017	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Shipping the maglight	$6.50 	$0.00 	R	"$4,405.56 "
Checking Main			12/26/2017	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Shipping out the tractor	$7.62 	$0.00 	R	"$4,397.94 "
Checking Main			12/26/2017	Transfer : Capital One Quicksilver					"$1,141.07 "	$0.00 	R	"$3,256.87 "
Checking Main			12/27/2017	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$508.55 	$0.00 	R	"$2,748.32 "
Checking Main			12/29/2017	Transfer : Staging Main					$0.00 	"$2,000.00 "	R	"$4,748.32 "
Checking Main			12/29/2017	TacoBell	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Gabby Williams	$4.79 	$0.00 	R	"$4,743.53 "
Checking Main			12/29/2017	Transfer : Capital One Quicksilver					"$1,000.00 "	$0.00 	R	"$3,743.53 "
Checking Main			12/30/2017	Monthly Interest	Income:Available next month	Income	Available next month		$0.00 	$0.60 	R	"$3,744.13 "
Checking Main			12/31/2017	Matt Libo	Everyday Needs:Rent	Everyday Needs	Rent	633 Church 	$800.00 	$0.00 	R	"$2,944.13 "
Checking Main			1/1/2018	Joe Rauh	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	New Years	$10.00 	$0.00 	R	"$2,934.13 "
Checking Main			1/1/2018	Lloyd Shatkin	Everyday Needs:Rent	Everyday Needs	Rent	Rent January - March	"$1,725.00 "	$0.00 	R	"$1,209.13 "
Checking Main			1/2/2018	John Kusch	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	John Kusch paying for gas	$0.00 	$15.00 	R	"$1,224.13 "
Checking Main			1/7/2018	Mobil	Everyday Needs:Gasoline	Everyday Needs	Gasoline	Gas	$20.00 	$0.00 	R	"$1,204.13 "
Checking Main			1/8/2018	TacoBell	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Gabby did not accept payment	$0.00 	$4.79 	R	"$1,208.92 "
Checking Main			1/8/2018	Ace Barnes	Everday Wants:Spending Money	Everday Wants	Spending Money	Purchasing the little adapters for the wall	$5.61 	$0.00 	R	"$1,203.31 "
Checking Main			1/8/2018	Jimmy Johns	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Unknown Charge... WTF	$6.23 	$0.00 	R	"$1,197.08 "
Checking Main			1/8/2018	Jimmy Johns	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Unknown Charge... WTF	$6.97 	$0.00 	R	"$1,190.11 "
Checking Main			1/8/2018	Parking	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Waiting to get the parking spot from Ali	$14.40 	$0.00 	R	"$1,175.71 "
Checking Main			1/9/2018	Skeeps	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with the house	$15.00 	$0.00 	R	"$1,160.71 "
Checking Main			1/9/2018	Champions Party Store	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Beer for the house	$27.99 	$0.00 	R	"$1,132.72 "
Checking Main			1/9/2018	Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Autopay]	$211.75 	$0.00 	R	$920.97 
Checking Main			1/10/2018	University Foods Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Dinner with Haley 	$13.09 	$0.00 	R	$907.88 
Checking Main			1/11/2018	Sadako	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$25.71 	$0.00 	R	$882.17 
Checking Main			1/11/2018	Angelos	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$36.94 	$0.00 	R	$845.23 
Checking Main			1/11/2018	Charlies	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$48.50 	$0.00 	R	$796.73 
Checking Main			1/12/2018	Garage Bar	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Ryan	$7.00 	$0.00 	R	$789.73 
Checking Main			1/12/2018	Cantina	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Ryan	$15.50 	$0.00 	R	$774.23 
Checking Main			1/15/2018	Parking	Everday Wants:Spending Money	Everday Wants	Spending Money	Meter late for Office Hours	$2.40 	$0.00 	R	$771.83 
Checking Main			1/16/2018	Transfer : Coinbase	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]		$0.00 	"$2,000.00 "	R	"$2,771.83 "
Checking Main			1/16/2018	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Cam Paying back for Amazon	$0.00 	$22.00 	R	"$2,793.83 "
Checking Main			1/17/2018	GM Financial	Everyday Needs:Car Lease	Everyday Needs	Car Lease	[Auto Car Payment]	$157.71 	$0.00 	R	"$2,636.12 "
Checking Main			1/18/2018	Knights	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with Friends	$13.35 	$0.00 	R	"$2,622.77 "
Checking Main			1/19/2018	Avatar Nutrition	"Everday Wants:Health, Gym, Supps"	Everday Wants	"Health, Gym, Supps"		$9.99 	$0.00 	R	"$2,612.78 "
Checking Main			1/19/2018	Babs Underground	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with Friends	$48.00 	$0.00 	R	"$2,564.78 "
Checking Main			1/20/2018	Parking	Everday Wants:Spending Money	Everday Wants	Spending Money		$0.25 	$0.00 	R	"$2,564.53 "
Checking Main			1/20/2018	Country Acres Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Eggs	$5.98 	$0.00 	R	"$2,558.55 "
Checking Main			1/20/2018	Insomia Cookies	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$6.78 	$0.00 	R	"$2,551.77 "
Checking Main			1/20/2018	Kroger	Everyday Needs:Gasoline	Everyday Needs	Gasoline	Gas	$24.17 	$0.00 	R	"$2,527.60 "
Checking Main			1/20/2018	Sparrow Meat Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Haley Dinner + Meat	$54.32 	$0.00 	R	"$2,473.28 "
Checking Main			1/22/2018	Transfer : Staging Main					$0.00 	"$4,000.00 "	R	"$6,473.28 "
Checking Main			1/22/2018	Sparrow Meat Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Meat for Meatballs	$57.80 	$0.00 	R	"$6,415.48 "
Checking Main			1/22/2018	Transfer : Capital One Quicksilver					"$2,699.18 "	$0.00 	R	"$3,716.30 "
Checking Main			1/24/2018	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$211.53 	$0.00 	R	"$3,504.77 "
Checking Main			1/30/2018	Matt Rice	Everyday Needs:Utilities	Everyday Needs	Utilities	January utils 	$97.51 	$0.00 	R	"$3,407.26 "
Checking Main			1/31/2018	Monthly Interest	Income:Available next month	Income	Available next month		$0.00 	$0.41 	R	"$3,407.67 "
Checking Main			1/31/2018	Transfer : Amazon Credit Card					$48.93 	$0.00 	R	"$3,358.74 "
Checking Main			2/5/2018	Transfer : Options House	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	Moving money back	$0.00 	"$6,000.00 "	R	"$9,358.74 "
Checking Main			2/5/2018	Transfer : Staging Main					$0.00 	"$6,000.00 "	R	"$15,358.74 "
Checking Main			2/5/2018	Options House	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	Mom Refund	$0.00 	"$1,117.95 "	R	"$16,476.69 "
Checking Main			2/5/2018	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	P&L	$0.00 	$805.00 	R	"$17,281.69 "
Checking Main			2/5/2018	Cottage Inn	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Super Bowl - to sam	$7.00 	$0.00 	R	"$17,274.69 "
Checking Main			2/5/2018	Transfer : Options House	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]		"$7,000.00 "	$0.00 	R	"$10,274.69 "
Checking Main			2/7/2018	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$108.26 	$0.00 	R	"$10,166.43 "
Checking Main			2/14/2018	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$108.01 	$0.00 	R	"$10,058.42 "
Checking Main			2/17/2018	GM Financial	Everyday Needs:Car Lease	Everyday Needs	Car Lease	[Auto Car Payment]	$157.71 	$0.00 	R	"$9,900.71 "
Checking Main			2/18/2018	Joey Anthony	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Gun lake 	$0.00 	$40.00 	R	"$9,940.71 "
Checking Main			2/21/2018	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$108.01 	$0.00 	R	"$9,832.70 "
Checking Main			2/28/2018	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Selling SSA347J1	$0.00 	$495.15 	R	"$10,327.85 "
Checking Main			2/28/2018	Monthly Interest	Income:Available next month	Income	Available next month		$0.00 	$0.51 	R	"$10,328.36 "
Checking Main			2/28/2018	Matt Rice	Everyday Needs:Utilities	Everyday Needs	Utilities	Feb utils	$94.14 	$0.00 	R	"$10,234.22 "
Checking Main			2/28/2018	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$108.01 	$0.00 	R	"$10,126.21 "
Checking Main			3/1/2018	Transfer : Capital One Quicksilver					$107.74 	$0.00 	R	"$10,018.47 "
Checking Main			3/2/2018	Transfer : Amazon Credit Card					$129.02 	$0.00 	R	"$9,889.45 "
Checking Main			3/6/2018	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Selling SRPB44J1	$0.00 	$414.98 	R	"$10,304.43 "
Checking Main			3/6/2018	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Ebay Fees	$90.00 	$0.00 	R	"$10,214.43 "
Checking Main			3/7/2018	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$108.01 	$0.00 	R	"$10,106.42 "
Checking Main			3/11/2018	Kroger	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Fat free hummas 	$5.00 	$0.00 	R	"$10,101.42 "
Checking Main			3/14/2018	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$108.01 	$0.00 	R	"$9,993.41 "
Checking Main			3/17/2018	GM Financial	Everyday Needs:Car Lease	Everyday Needs	Car Lease	[Auto Car Payment]	$157.71 	$0.00 	R	"$9,835.70 "
Checking Main			3/18/2018	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	(Split 1/3) Ebay Profit	$0.00 	$131.01 	R	"$9,986.72 "
Checking Main			3/18/2018	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	(Split 2/3) Ebay shipping refund	$0.00 	$30.00 	R	"$9,986.72 "
Checking Main			3/18/2018	Ebay	"Everday Wants:Health, Gym, Supps"	Everday Wants	"Health, Gym, Supps"	(Split 3/3) Avatar	$9.99 	$0.00 	R	"$9,986.72 "
Checking Main			3/18/2018	Transfer : Cash In Wallet				Sam Venmo	$7.00 	$0.00 	R	"$9,979.72 "
Checking Main			3/21/2018	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$108.01 	$0.00 	R	"$9,871.71 "
Checking Main			3/21/2018	Don Yaske	Everyday Needs:Taxes and Mandatory Payments	Everyday Needs	Taxes and Mandatory Payments	Payment to Don for 2017	$245.00 	$0.00 	R	"$9,626.71 "
Checking Main			3/22/2018	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Watch Sales	$0.00 	$275.27 	R	"$9,901.98 "
Checking Main			3/28/2018	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$108.01 	$0.00 	R	"$9,793.97 "
Checking Main			3/31/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Payback for Chenchen	$0.00 	$3.00 	R	"$9,796.97 "
Checking Main			3/31/2018	Monthly Interest	Income:Available next month	Income	Available next month		$0.00 	$1.50 	R	"$9,798.47 "
Checking Main			3/31/2018	Transfer : Amazon Credit Card					$136.00 	$0.00 	R	"$9,662.47 "
Checking Main			3/31/2018	Transfer : Capital One Quicksilver					"$2,657.47 "	$0.00 	R	"$7,005.00 "
Checking Main			4/4/2018	Transfer : Vanguard	StopGap / Rainy Day Funds:Move to Investments [1k->10k]	StopGap / Rainy Day Funds	Move to Investments [1k->10k]	[Roth Investment]	$108.01 	$0.00 	R	"$6,896.99 "
Checking Main			4/4/2018	Paypal	Infrequent Purchases and Payments:Investment Purchases (For Resale)	Infrequent Purchases and Payments	Investment Purchases (For Resale)	Temporary Deposit	$145.35 	$0.00 	R	"$6,751.64 "
Checking Main			4/4/2018	Don Yaske	Everyday Needs:Taxes and Mandatory Payments	Everyday Needs	Taxes and Mandatory Payments	Preparation for the Tax	$255.00 	$0.00 	R	"$6,496.64 "
Checking Main			4/5/2018	Spooner	Everday Wants:Spending Money	Everday Wants	Spending Money	Stats shirt 	$11.50 	$0.00 	R	"$6,485.14 "
Checking Main			4/5/2018	Arc at Old Colony	Everday Wants:Spending Money	Everday Wants	Spending Money	Rent Application Fee	$100.00 	$0.00 	R	"$6,385.14 "
Checking Main			4/5/2018	Paypal	Infrequent Purchases and Payments:Investment Purchases (For Resale)	Infrequent Purchases and Payments	Investment Purchases (For Resale)	(Split 1/2) 	$375.00 	$0.00 	R	"$5,862.91 "
Checking Main			4/5/2018	Paypal	Everday Wants:Spending Money	Everday Wants	Spending Money	(Split 2/2) Paypal Fees	$147.23 	$0.00 	R	"$5,862.91 "
Checking Main			4/8/2018	Paypal	Infrequent Purchases and Payments:Investment Purchases (For Resale)	Infrequent Purchases and Payments	Investment Purchases (For Resale)	Payback	$0.00 	$135.36 	R	"$5,998.27 "
Checking Main			4/10/2018	Transfer : Coinbase	Income:Available this month	Income	Available this month		$0.00 	$257.86 	R	"$6,256.13 "
